_id,id,username,followers,text,hashtags,created,,,,,,,,,,,,
"ObjectId(""5e70de4bc4dbc3d94b4cacd1"")",1.23992E+18,LeslieFay,77,RT @DearAuntCrabby: Trump is the ONLY President in US history to be SO full of shit that he caused the ENTIRE COUNTRY to run out of toilet…,[],,,,,,,,,,,,,
"ObjectId(""5e70de4bc4dbc3d94b4cacd2"")",1.23992E+18,OvalOfficer,106,RT @TheDemCoalition: Cuomo said that #coronavirus would be “the public health version of Hurricane Katrina” and slammed the CDC's initial r…,"[{text"":""coronavirus""","49]}]""","2020-03-17T14:27:18.000Z""""",,,,,,,,,,,
"ObjectId(""5e70de4bc4dbc3d94b4cacd3"")",1.23992E+18,Kimbraov1,46210,RT @HyltonRobin: White House is considering cash payments to U.S. workers.,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
⁦@WhiteHouse⁩ economic advisor Larry Kudlow told https://t.co/1…,[],"2020-03-17T14:27:18.000Z""""",,,,,,,,,,,,,,,,
"ObjectId(""5e70de4bc4dbc3d94b4cacd4"")",1.23992E+18,melaniaromero41,65,RT @charliekirk11: The DOW just had its worst day since 1987,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
The left is already blaming Trump,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Why don't they report the underlying issue…,[],"2020-03-17T14:27:18.000Z""""",,,,,,,,,,,,,,,,
"ObjectId(""5e70de4bc4dbc3d94b4cacd5"")",1.23992E+18,DonWilliamson3,2988,RT @joncoopertweets: For the first time since oddsmakers started taking bets in February of 2017,  Donald Trump is no longer the overall fa…,"2020-03-17T14:27:18.000Z""""",,,,,,,,,,,,
"ObjectId(""5e70de4bc4dbc3d94b4cacd6"")",1.23992E+18,Roxy74364360,2800,RT @LindseyGrahamSC: President Trump’s decision to declare a national emergency over the #coronavirus pandemic is the right call.  ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
It wil…,"[{text"":""coronavirus""",indices:[89,"101]}]""","2020-03-17T14:27:18.000Z""""",,,,,,,,,,,,,,
"ObjectId(""5e70de4bc4dbc3d94b4cacd7"")",1.23992E+18,wlfpack81,1276,RT @PaulRieckhoff: 100 tests. Total. For a VA health system that serves 9 million vets. Half of which are over 65. This is not getting enou…,[],,,,,,,,,,,,,
"ObjectId(""5e70de4bc4dbc3d94b4cacd8"")",1.23992E+18,Jenny_SmacksMan,403,RT @Pallloomaa: This is 100% based on us. Rn his lockdown is 15 days and will continue if we do not do our part. Can everyone get on board…,[],,,,,,,,,,,,,
"ObjectId(""5e70de4bc4dbc3d94b4cacd9"")",1.23992E+18,FiberSamra,5623,@realDonaldTrump Here is the IDEA! Why don’t you and Pence resign and the virus is going to be taken care of in rec… https://t.co/QiKrSQNnnc,[],,,,,,,,,,,,,
"ObjectId(""5e70de4bc4dbc3d94b4cacda"")",1.23992E+18,rubythroated,2662,RT @donwinslow: If you ever listened to me, listen to me about this.,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
While people are sick and dying, Trump &amp; Co. will be sneaking all kin…,[],"2020-03-17T14:27:18.000Z""""",,,,,,,,,,,,,,,
"ObjectId(""5e70de4bc4dbc3d94b4cacdb"")",1.23992E+18,wwwizards,868,Americans Do Not Believe What Trump Says About Coronavirus: Poll https://t.co/MlSef1jtjM,[],,,,,,,,,,,,,
"ObjectId(""5e70de4bc4dbc3d94b4cacdc"")",1.23992E+18,ladyinlksd,5471,RT @politicususa: Trump is refusing to adjust his governing style and take power away from his son in law Jared Kushner, who knows nothing…,"2020-03-17T14:27:18.000Z""""",,,,,,,,,,,,
"ObjectId(""5e70de4bc4dbc3d94b4cacdd"")",1.23992E+18,MargeELDER8,1166,@RickyCa69392149 @DrewMPeacock @network_gal @yeahunoeme @3guylink @mick719 @para82nd_1 @WeWillNotYielde @PWM62… https://t.co/JG3aNKQEbq,[],,,,,,,,,,,,,
"ObjectId(""5e70de4bc4dbc3d94b4cacde"")",1.23992E+18,VaCoach26,120,RT @AtomicAnalyst: When the next pandemic occurs (and make no mistake, it will) and the federal government is unable to respond in a coordi…,"2020-03-17T14:27:18.000Z""""",,,,,,,,,,,,
"ObjectId(""5e70de4bc4dbc3d94b4cacdf"")",1.23992E+18,schmmuck,13605,RT @irationalised: Restaurants and bars will voluntarily stay closed from tomorrow for 3 days (initially) in Pune - Ganesh Shetty, Presiden…,"2020-03-17T14:27:18.000Z""""",,,,,,,,,,,,
"ObjectId(""5e70de4bc4dbc3d94b4cace0"")",1.23992E+18,Sammastyle,2787,@NYGovCuomo You are one impressive leader! ,,,,,,,,,,,,,,
You said," ""Don't blame the mayors", blame me....I did it. ,,,,,,,,,,,,,,,,
I closed the… https://t.co/yHwgz7KFPP,[],"2020-03-17T14:27:18.000Z""""",,,,,,,,,,,,,,,,
"ObjectId(""5e70de4bc4dbc3d94b4cace1"")",1.23992E+18,jim_gruman,2210,RT @SenWhitehouse: The giant cruise companies incorporate overseas to dodge US taxes, flag vessels overseas to avoid US taxes and laws,[],"2020-03-17T14:27:18.000Z""""",,,,,,,,,,,
"ObjectId(""5e70de4bc4dbc3d94b4cace2"")",1.23992E+18,AldermanMunoz22,4841,RT @Ashlee_Rezin: She had pneumonia, a fever and a dry cough — and still couldn’t get tested for coronavirus https://t.co/KByuOcbYT5,"2020-03-17T14:27:18.000Z""""",,,,,,,,,,,,
"ObjectId(""5e70de4bc4dbc3d94b4cace3"")",1.23992E+18,ssalifu0gmailc1,7,@toluogunlesi All the problems are from Europe and I don't know why their govts don't want to act on time to contai… https://t.co/wOm3246Qqp,[],,,,,,,,,,,,,
"ObjectId(""5e70de4bc4dbc3d94b4cace4"")",1.23992E+18,Tom_the_Viking,835,RT @DLoesch: The WHO does China’s bidding, helping to disassociate them from the spread of Wuhan Coronavirus/COVID-19 — just like they did…,"2020-03-17T14:27:18.000Z""""",,,,,,,,,,,,
"ObjectId(""5e70de4bc4dbc3d94b4cace5"")",1.23992E+18,WittyWise3,78,"RT @adamscrabble: ""In emergency such as pandemic", the country must forego an election,[],"2020-03-17T14:27:18.000Z""""",,,,,,,,,,,
"ObjectId(""5e70de4bc4dbc3d94b4cace6"")",1.23992E+18,DragonHunterD,238,RT @RevDrBarber: Not one mention of what’s being done for poor ppl at today’s WH press conference. Trump did say soon we will be back to wh…,[],,,,,,,,,,,,,
"ObjectId(""5e70de4bc4dbc3d94b4cace7"")",1.23992E+18,texasfightnow,2479,RT @shomikdutta: This is a great reminder of how Trump lied about and ignored a clear and present danger to his fellow Americans: https://t…,[],,,,,,,,,,,,,
"ObjectId(""5e70de4bc4dbc3d94b4cace8"")",1.23992E+18,TedShields13,6,@realDonaldTrump Best president ever!!,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
All of America loves you President Trump!!,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Creepy Joe will be buried in November. 🇲🇾🇲🇾🇲🇾,[],"2020-03-17T14:27:18.000Z""""",,,,,,,,,,,,,,,,
"ObjectId(""5e70de4bc4dbc3d94b4cace9"")",1.23992E+18,RSClarkFdn,286,RT @TrustBasedPhil: Are you wondering if your foundation is practicing #trustbasedphilanthropy? @RSClarkFdn President Phil Li shares an imp…,"[{text"":""trustbasedphilanthropy""","94]}]""","2020-03-17T14:27:18.000Z""""",,,,,,,,,,,
"ObjectId(""5e70de4bc4dbc3d94b4cacea"")",1.23992E+18,MAGALamb,465,RT @reubing: The Obama team?,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
You mean the same team that allowed over 12,000 Americans to die of the Swine flu without calling for a quara…,[],"2020-03-17T14:27:18.000Z""""",,,,,,,,,,,,,,,
"ObjectId(""5e70de4bc4dbc3d94b4caceb"")",1.23992E+18,SteveP68434620,1791,RT @maddow: This is a very big deal and is going to get bigger:,[],,,,,,,,,,,,,
"ObjectId(""5e70de4bc4dbc3d94b4cacec"")",1.23992E+18,TurtledoveJB,2138,@davidfrum Just stop it. This is all the fault of the communists in China. I don't like Trump either but do not defend China!,[],,,,,,,,,,,,,
"ObjectId(""5e70de4bc4dbc3d94b4caced"")",1.23992E+18,cantfoolall,649,"RT @HowleyReporter: UH OH. Anti-Trump Rothschild family member proposes ""VOTE BY MAIL"" in 2020 election",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
https://t.co/JDasdIvu9u,[],"2020-03-17T14:27:18.000Z""""",,,,,,,,,,,,,,,,
"ObjectId(""5e70de4bc4dbc3d94b4cacee"")",1.23992E+18,Millertime692,90,RT @robcounts: George &amp; Michael. ,,,,,,,,,,,,,,
Together they are George Michael.,[],"2020-03-17T14:27:18.000Z""""",,,,,,,,,,,,,,,,
"ObjectId(""5e70de4bc4dbc3d94b4cacef"")",1.23992E+18,cliffschecter,27675,So sad/so true. These jackarses went home to their districts &amp; held up big checks like they'd found Bluebeard's tre… https://t.co/moNBRX1xXt,[],,,,,,,,,,,,,
"ObjectId(""5e70de4bc4dbc3d94b4cacf0"")",1.23992E+18,cricket1378,3873,RT @DiamondandSilk: There has never been a storm that didn't pass, and this too shall pass.,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
 President Trump is right;,,,,,,,,,,,,,,,,,,
"The Best Is Yet To…,[]""","2020-03-17T14:27:18.000Z""""",,,,,,,,,,,,,,,,,
"ObjectId(""5e70de4bc4dbc3d94b4cacf1"")",1.23992E+18,RRosenfels,116,#NAME?,[],,,,,,,,,,,,,
"ObjectId(""5e70de4bc4dbc3d94b4cacf2"")",1.23992E+18,LittleWifey2,72,RT @Hawkwind68: Still my president. https://t.co/zyq0r5Grqm,[],,,,,,,,,,,,,
"ObjectId(""5e70de4bc4dbc3d94b4cacf3"")",1.23992E+18,RhyanJill,128,@WenstonLister @Mattimyos @Cernovich @realDonaldTrump Blame the overly sensitive democrats who prefer to whine abou… https://t.co/iYxSeX9hDA,[],,,,,,,,,,,,,
"ObjectId(""5e70de4bc4dbc3d94b4cacf4"")",1.23992E+18,somnanbulles,706,#NAME?, but the fact that he li… https://t.co/ISbYBLbgDl,"2020-03-17T14:27:18.000Z""""",,,,,,,,,,,,
"ObjectId(""5e70de4bc4dbc3d94b4cacf5"")",1.23992E+18,InFNsanity,4115,RT @kylegriffin1: 60% of U.S. residents say they have not very much or no trust at all in the communication they receive from Trump about t…,[],,,,,,,,,,,,,
"ObjectId(""5e70de4cc4dbc3d94b4cacf6"")",1.23992E+18,nsajo,891,RT @mcginger22: The president was at Agungi fishing festival. But Lagos blast site is too minor for his visit. ,,,,,,,,,,,,,,
Never vote a lame ass as yo…,[],"2020-03-17T14:27:18.000Z""""",,,,,,,,,,,,,,,,
"ObjectId(""5e70de4cc4dbc3d94b4cacf7"")",1.23992E+18,ActivateActivsm,8605,RT @PoeticJ59274248: For Trump, when did Coronavirus go from a hoax to an emergency?,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Was it after the first 2000 points Dow crash, or the…,[],"2020-03-17T14:27:18.000Z""""",,,,,,,,,,,,,,,
"ObjectId(""5e70de4cc4dbc3d94b4cacf8"")",1.23992E+18,robbielynn53,10582,RT @thebradfordfile: Obama, Bush, our manufacturing, our wealth, our prosperity, and our safety.,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Trump ra…,[],"2020-03-17T14:27:18.000Z""""",,,,,,,,,,,,,,,,
"ObjectId(""5e70de4cc4dbc3d94b4cacf9"")",1.23992E+18,alfysantillana,178,@ElieNYC @CapehartJ @andrewcuomo @realDonaldTrump Trump and his administration are irrelevant now. Want to survive?… https://t.co/BPjfZrgyuJ,[],,,,,,,,,,,,,
"ObjectId(""5e70de4cc4dbc3d94b4cacfa"")",1.23992E+18,Jaker69592940,23,RT @RBReich: This morning Trump told governors seeking federal help, “Respirators, all of the equipment — try getting it yours…,[],"2020-03-17T14:27:19.000Z""""",,,,,,,,,,
"ObjectId(""5e70de4cc4dbc3d94b4cacfb"")",1.23992E+18,Suborders15,4445,RT @FrankSowa1: BREAKING UPDATE - Google puts  $375 million into Kushners Oscar Health &amp; the new COVID-19 test kit operation which is now p…,[],,,,,,,,,,,,,
"ObjectId(""5e70de4cc4dbc3d94b4cacfc"")",1.23992E+18,nelvier6,38,RT @joelockhart: He just completely unsuited to be President,  After downplaying the risks for months,[],"2020-03-17T14:27:19.000Z""""",,,,,,,,,,,
"ObjectId(""5e70de4cc4dbc3d94b4cacfd"")",1.23992E+18,robcarpenter81,3832,RT @ChrisMurphyCT: Trump's dismissive instruction to Governors on ventilator shortages," ""try getting [them] yourselves""",[],"2020-03-17T14:27:19.000Z""""",,,,,,,,,,,
"ObjectId(""5e70de4cc4dbc3d94b4cacfe"")",1.23992E+18,aterv,260,"RT @kylegriffin1: ""Kushner's early involvement with dealing with the virus was in advising the president that the media's coverage exaggera…",[],,,,,,,,,,,,,
"ObjectId(""5e70de4cc4dbc3d94b4cacff"")",1.23992E+18,WayneBurton6,51,Who the hell watches this guy?,[],,,,,,,,,,,,,
"ObjectId(""5e70de4cc4dbc3d94b4cad00"")",1.23992E+18,YoginiCrone,5229,RT @BarbMcQuade: The President’s inaction, minimization of the threat,[],"2020-03-17T14:27:19.000Z""""",,,,,,,,,,,
"ObjectId(""5e70de4cc4dbc3d94b4cad01"")",1.23992E+18,EverestPaula,176,RT @DLoesch: Beijing is mad that Trump accurately notes that China is where the Wuhan Coronavirus/COVID-19 began and *they’re* mad? The aud…,[],,,,,,,,,,,,,
"ObjectId(""5e70de4cc4dbc3d94b4cad02"")",1.23992E+18,22Moseanko,19,RT @tribelaw: Trump irresponsibly turned down WHO’s offer of test kits, but maybe Governors and Mayors can bypass POTUS and get COVID-19 te…,"2020-03-17T14:27:19.000Z""""",,,,,,,,,,,,
"ObjectId(""5e70de4cc4dbc3d94b4cad03"")",1.23992E+18,kdawg0113,1217,Cuomo taking full responsibility for closing businesses. Really emphasizing it's his decision. Total opposite of Trump.,[],,,,,,,,,,,,,
"ObjectId(""5e70de4cc4dbc3d94b4cad04"")",1.23992E+18,cjf39,5995,RT @benyc: “The U.S. Secret Service can confirm that we have initiated full protective coverage for Democratic Presidential Candidate and f…,[],,,,,,,,,,,,,
"ObjectId(""5e70de4cc4dbc3d94b4cad05"")",1.23992E+18,DonnaHa65608314,4364,RT @StewBeall: I’m voting for Trump no matter what.,[],,,,,,,,,,,,,
"ObjectId(""5e70de4cc4dbc3d94b4cad06"")",1.23992E+18,MurphDugan,6356,RT @On_Politike: @ShaneGoldmacher Blame the CDC and Trump administration for his death. Seriously.,,,,,,,,,,,,,,
As late as last Thursday the requirement…,[],"2020-03-17T14:27:19.000Z""""",,,,,,,,,,,,,,,,
"ObjectId(""5e70de4cc4dbc3d94b4cad07"")",1.23992E+18,leroybird,204,RT @ianbremmer: Despite China covering up coronavirus and the resulting explosion in Wuhan and internationally, here’s how Serbia’s Preside…,"2020-03-17T14:27:19.000Z""""",,,,,,,,,,,,
"ObjectId(""5e70de4cc4dbc3d94b4cad08"")",1.23992E+18,doctorfaustroll,646,I blame Greta Thunberg for not exposing Old Rummy Reagan’s evil plan to turn the planet into a breeding ground for… https://t.co/1fbOLGYhRv,[],,,,,,,,,,,,,
"ObjectId(""5e70de4cc4dbc3d94b4cad09"")",1.23992E+18,TheChrisNewell,148,@vrbo just tried to get some help with my reservation from Premier Resort Properties. They were not sympathetic and… https://t.co/L4t5Yudxkd,[],,,,,,,,,,,,,
"ObjectId(""5e70de4cc4dbc3d94b4cad0a"")",1.23992E+18,officialjhenry,89,RT @JamesHasson20: No, it was only the Chinese Communist Party that imprisoned doctors who sounded the alarm about the coronavirus,[],"2020-03-17T14:27:19.000Z""""",,,,,,,,,,,
"ObjectId(""5e70de4cc4dbc3d94b4cad0b"")",1.23992E+18,JediTransition,82,"RT @GregMannarino: The Trump administration wants an $850 billion ""economic stimulus"" plan... Note the terminology.. This ""stimulus plan"" i…",[],,,,,,,,,,,,,
"ObjectId(""5e70de4cc4dbc3d94b4cad0c"")",1.23992E+18,pgonzalezr,1038,"RT @paulkrugman: Not just Fox. I've seen an instant shift in my incoming from ""cvirus is a liberal hoax"" to ""how dare you criticize the pre…",[],,,,,,,,,,,,,
"ObjectId(""5e70de4cc4dbc3d94b4cad0d"")",1.23992E+18,SirLeoDeJaneiro,153,RT @ChrisLu44: In event of a pandemic, Trump team was told:,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
-Pandemics can start in other countries and don't respect borders,,,,,,,,,,,,,,,,,,
-Science mus…,[],"2020-03-17T14:27:19.000Z""""",,,,,,,,,,,,,,,,
"ObjectId(""5e70de4cc4dbc3d94b4cad0e"")",1.23992E+18,blythecreek,173,RT @finnygo: Senior White House official confirms that outgoing Chief of Staff Mick Mulvaney is under voluntary self-quarantine in his home…,[],,,,,,,,,,,,,
"ObjectId(""5e70de4cc4dbc3d94b4cad0f"")",1.23992E+18,sperrin20,2861,RT @marklevinshow: The Atlantic spews communist China’s propaganda while trashing the Trump administration.  And it’s not alone among the A…,[],,,,,,,,,,,,,
"ObjectId(""5e70de4cc4dbc3d94b4cad10"")",1.23992E+18,BarrySheerman,18102,The same way as President Macron is planning to do it not revolutionary socialism but good old radical Keynesianism!,[],,,,,,,,,,,,,
"ObjectId(""5e70de4cc4dbc3d94b4cad11"")",1.23992E+18,BanCharlotte,529,"RT @RonColeman: @DavMicRot ""Trump's negligence""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
https://t.co/enQcK9PVto,[],"2020-03-17T14:27:19.000Z""""",,,,,,,,,,,,,,,,
"ObjectId(""5e70de4cc4dbc3d94b4cad12"")",1.23992E+18,LiesaQuinn,4054,#NAME?,[],,,,,,,,,,,,,
"ObjectId(""5e70de4cc4dbc3d94b4cad13"")",1.23992E+18,hohoken2,68,RT @MailOnline: Chinese tycoon 'vanishes' after calling President Xi 'a clown' over handling of coronavirus outbreak https://t.co/byEn9lzqvh,[],,,,,,,,,,,,,
"ObjectId(""5e70de4cc4dbc3d94b4cad14"")",1.23992E+18,coreypein,9823,@WHarkavy @JamalBloodhound @nataliesurely Didn't Roberts side with Trump during Senate impeachment over the need to suppress evidence?,[],,,,,,,,,,,,,
"ObjectId(""5e70de4cc4dbc3d94b4cad15"")",1.23992E+18,KidsNotMarkets,1288,RT @hughhowey: You mean... he lied?! https://t.co/851pKgxrCr,[],,,,,,,,,,,,,
"ObjectId(""5e70de4cc4dbc3d94b4cad16"")",1.23992E+18,LindaSlakeside,227,And yank his license to practice medicine.,[],,,,,,,,,,,,,
"ObjectId(""5e70de4cc4dbc3d94b4cad17"")",1.23992E+18,All_Day_SCIfi,1058,#NAME?,[],,,,,,,,,,,,,
"ObjectId(""5e70de4cc4dbc3d94b4cad18"")",1.23992E+18,Helen504,4905,#NAME?,[],,,,,,,,,,,,,
"ObjectId(""5e70de4cc4dbc3d94b4cad19"")",1.23992E+18,jasonbpedersen,345,I'm waiting for some of these followers heads to explode after this post ;),[],,,,,,,,,,,,,
"ObjectId(""5e70de4cc4dbc3d94b4cad1a"")",1.23992E+18,FerrariERA,1090,RT @HKrassenstein: BREAKING:  The NYT is now reporting that Jared Kushner repeatedly advised President Trump that the media’s coverage was…,[],,,,,,,,,,,,,
"ObjectId(""5e70de4cc4dbc3d94b4cad1b"")",1.23992E+18,pamela_dumanski,17,RT @waltshaub: If somebody had said in January 2017 that Trump would fail this catastrophically during a pandemic, I'd have believed them.…,"2020-03-17T14:27:19.000Z""""",,,,,,,,,,,,
"ObjectId(""5e70de4cc4dbc3d94b4cad1c"")",1.23992E+18,arkylicious,528,RT @morten: Trump on March 10: “It will go away. Just stay calm. It will go away.”,[],,,,,,,,,,,,,
"ObjectId(""5e70de4cc4dbc3d94b4cad1d"")",1.23992E+18,TruthNoLess,1294,RT @EpochTimes: “The essence of the order… is to bring all of that home so that we don’t have to worry about foreign dependency.”,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
A US off…,[],"2020-03-17T14:27:19.000Z""""",,,,,,,,,,,,,,,,
"ObjectId(""5e70de4cc4dbc3d94b4cad1e"")",1.23992E+18,ragina40,150,RT @RyanAFournier: It's disgusting to see the Left celebrating the idea of a Stock Market crash because they hate President Trump so much.…,[],,,,,,,,,,,,,
"ObjectId(""5e70de4cc4dbc3d94b4cad1f"")",1.23992E+18,Europa97531,880,RT @Strandjunker: @realDonaldTrump In case someone is counting: 18 days ago, the President* of the United States mocked the coronavirus as…,"2020-03-17T14:27:19.000Z""""",,,,,,,,,,,,
"ObjectId(""5e70de4cc4dbc3d94b4cad20"")",1.23992E+18,Lina09781998,0,@realDonaldTrump My daughter is a nurse at a hospital here in town and they are ALREADY re-using PPEs.  DO somethin… https://t.co/cHRZAGSQ2g,[],,,,,,,,,,,,,
"ObjectId(""5e70de4cc4dbc3d94b4cad21"")",1.23992E+18,LoadLocke,4,@KultureProp @AnthonyLandows2 @itsJeffTiedrich @realDonaldTrump This kid has no idea what he is even talking about.… https://t.co/gHEuWyfH8v,[],,,,,,,,,,,,,
"ObjectId(""5e70de4cc4dbc3d94b4cad22"")",1.23992E+18,knittinginny,5888,RT @eugenegu: @realDonaldTrump Trump’s strategy is to keep calling the coronavirus the “Chinese Virus” until we become desensitized to his…,[],,,,,,,,,,,,,
"ObjectId(""5e70de4cc4dbc3d94b4cad23"")",1.23992E+18,sandra_wynkoop,671,@realDonaldTrump You own this shit show! ,,,,,,,,,,,,,,
It's your fault. You as president more people have died because of you  and many more coming.,[],"2020-03-17T14:27:19.000Z""""",,,,,,,,,,,,,,,,
"ObjectId(""5e70de4cc4dbc3d94b4cad24"")",1.23992E+18,RPattonoswalt,16,RT @shomikdutta: This is a great reminder of how Trump lied about and ignored a clear and present danger to his fellow Americans: https://t…,[],,,,,,,,,,,,,
"ObjectId(""5e70de4cc4dbc3d94b4cad25"")",1.23992E+18,sajithra,1538,RT @LadyJYYC: It was apparently a difficult and wrenching decision for Mel to cancel the annual Easter Egg Hunt. ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
It’s SO tough to decide…,[],"2020-03-17T14:27:19.000Z""""",,,,,,,,,,,,,,,,
"ObjectId(""5e70de4dc4dbc3d94b4cad26"")",1.23992E+18,Official_FonZ,10542,RT @Jwalk35_: 90's babies done went through two Economic Crashes, 9/11, Trump presidency, and a Global Pandemic all before 30 shee…,[],"2020-03-17T14:27:19.000Z""""",,,,,,,,,
"ObjectId(""5e70de4dc4dbc3d94b4cad27"")",1.23992E+18,MrFettToYou76,88,RT @itsJeffTiedrich: @realDonaldTrump failing united states president ignored a pandemic for a month and then called it a democrat hoax and…,[],,,,,,,,,,,,,
"ObjectId(""5e70de4dc4dbc3d94b4cad28"")",1.23992E+18,flychick148,1189,RT @TaxReformExpert: BREAKING NEWS: ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
President @realDonaldTrump will propose an $850 billion dollar response package to the coronavirus.…,[],"2020-03-17T14:27:19.000Z""""",,,,,,,,,,,,,,,,
"ObjectId(""5e70de4dc4dbc3d94b4cad29"")",1.23992E+18,asthecaseymaybe,16,The standards are so low with the Trump administration they could have ran @GoatSimulator and done a better job to… https://t.co/kIOYIKteRw,[],,,,,,,,,,,,,
"ObjectId(""5e70de4dc4dbc3d94b4cad2a"")",1.23992E+18,ShermChen,516,If Trump got the virus (he probably already have the virus, who are we kidding?) does that make him a Chinese Agent… https://t.co/V8iiLw9uCG,"2020-03-17T14:27:19.000Z""""",,,,,,,,,,,,
"ObjectId(""5e70de4dc4dbc3d94b4cad2b"")",1.23992E+18,MollyScarborou1,7054,#NAME?, that's why Trump won in 2016 and will in 2020.,"2020-03-17T14:27:19.000Z""""",,,,,,,,,,,,
"ObjectId(""5e70de4dc4dbc3d94b4cad2c"")",1.23992E+18,pgrlegacy,4059,RT @LaylaAlisha11: @realDonaldTrump Thank you Mr President!,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Despite Democrats Politicizing #CoronaVirus, your Leadership &amp; fast thinking t…,"[{text"":""CoronaVirus""",indices:[92,"104]}]""","2020-03-17T14:27:19.000Z""""",,,,,,,,,,,,,
"ObjectId(""5e70de4dc4dbc3d94b4cad2d"")",1.23992E+18,Beatskeets,28,When will American wake up and see the Trump that he’s always been?,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Claim its a hoax. Blame someone else. Change t… https://t.co/GZSgsnHIvT,[],"2020-03-17T14:27:19.000Z""""",,,,,,,,,,,,,,,,
"ObjectId(""5e70de4dc4dbc3d94b4cad2e"")",1.23992E+18,squareroot2gm_r,283,I have not busted one single nut since Bernie announced his candidacy and I refuse to bust any/a nut until he becom… https://t.co/QPwm5BIl0m,[],,,,,,,,,,,,,
"ObjectId(""5e70de4dc4dbc3d94b4cad2f"")",1.23992E+18,omggmonse,61,RT @ashleyyhickmann: Soooo, Trump says that the coronavirus pandemic could until July or August...... or longer. I think we can consider 20…,"2020-03-17T14:27:19.000Z""""",,,,,,,,,,,,
"ObjectId(""5e70de4dc4dbc3d94b4cad30"")",1.23992E+18,SamanthaSeyoum,2,Is sex obsessed bad? I want sex always #Texas   #followback #president https://t.co/Lqxy6yiWoL,"[{text"":""Texas""",45]},"{""text"":""followback""",indices:[48,59]},"{""text"":""president""",indices:[60,"70]}]""","2020-03-17T14:27:19.000Z""""",,,,,
"ObjectId(""5e70de4dc4dbc3d94b4cad31"")",1.23992E+18,realJohnCurley,660,Trump administration seeks roughly $850 billion in emergency stimulus to confront coronavirus economic fallout… https://t.co/6eeyfMimWl,[],,,,,,,,,,,,,
"ObjectId(""5e70de4dc4dbc3d94b4cad32"")",1.23992E+18,hellokitty11277,468,RT @TomJChicago: MSM must stop congratulating Trump for saying “It’s bad.” He misled the public in a terrible way &amp; made it bad. Two months…,[],,,,,,,,,,,,,
"ObjectId(""5e70de4dc4dbc3d94b4cad33"")",1.23992E+18,_NickBreen,447,Yo @realDonaldTrump step it up you bum,[],,,,,,,,,,,,,
"ObjectId(""5e70de4dc4dbc3d94b4cad34"")",1.23992E+18,avow,19,RT @Public_Citizen: Trump says he 'didn’t know about' the firing of the entire U.S. pandemic response team in 2018,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Here's video of him tal…,[],"2020-03-17T14:27:19.000Z""""",,,,,,,,,,,,,,,,
"ObjectId(""5e70de4dc4dbc3d94b4cad35"")",1.23992E+18,nancylevine,13606,"RT @kylegriffin1: ""Trump has refused repeated warnings to rely on experts", or to neutralize some of the power held by his son-in-law,[],"2020-03-17T14:27:19.000Z""""",,,,,,,,,,,
"ObjectId(""5e70de4dc4dbc3d94b4cad36"")",1.23992E+18,MyCatChurch15,22,RT @jaketapper: Prominent former business leader texts me about his continued concerns about WH: “It’s good that the president finally seem…,[],,,,,,,,,,,,,
"ObjectId(""5e70de4dc4dbc3d94b4cad37"")",1.23992E+18,aprairiesong,1092,RT @GeorgeTakei: We need to rename Covid-19. Trump likes to call it the Chinese Virus. Huh. How about Covid-45?,[],,,,,,,,,,,,,
"ObjectId(""5e70de4dc4dbc3d94b4cad38"")",1.23992E+18,KJU2013,10941,RT @politvidchannel: A video has emerged of Trump talking about cutting the U.S. pandemic response team in 2018,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
TRUMP: “I’m a business per…,[],"2020-03-17T14:27:20.000Z""""",,,,,,,,,,,,,,,,
"ObjectId(""5e70de4dc4dbc3d94b4cad39"")",1.23992E+18,msFlorida777,92,RT @JohnGrahamDick1: I think he might get the Corona virus soon,,,,,,,,,,,,,,
Chris Evans criticizes Donald Trump for coronavirus handling https://t.co/a…,[],"2020-03-17T14:27:20.000Z""""",,,,,,,,,,,,,,,,
