_id,id,username,followers,text,hashtags,created,,,,,,,,,,,,
"ObjectId(""5e70de4dc4dbc3d94b4cad3a"")",1.23992E+18,Mattyxy,81,RT @mattyglesias: It appears the White House insisted on a bunch of last-minute changes to the paid leave bill that collectively make it mu…,[],,,,,,,,,,,,,
"ObjectId(""5e70de4dc4dbc3d94b4cad3b"")",1.23992E+18,JaiTheGeminii,1335,RT @Jwalk35_: 90's babies done went through two Economic Crashes, 9/11, Trump presidency, and a Global Pandemic all before 30 shee…,[],"2020-03-17T14:27:20.000Z""""",,,,,,,,,
"ObjectId(""5e70de4dc4dbc3d94b4cad3c"")",1.23992E+18,Jeannie19641,931,RT @IngrahamAngle: Chinese tycoon 'vanishes' after calling President Xi 'a clown' https://t.co/2odCtli27D via @MailOnline,[],,,,,,,,,,,,,
"ObjectId(""5e70de4dc4dbc3d94b4cad3d"")",1.23992E+18,MaibiRuiz1,42,RT @luisvae: Let's see if we can get this in Spain.... https://t.co/OisJNdIkSC,[],,,,,,,,,,,,,
"ObjectId(""5e70de4dc4dbc3d94b4cad3e"")",1.23992E+18,TrotDarrow,17587,RT @Hotpage_News: Jared Kushner Advised #Trump Media Was Exaggerating #Coronavirus - https://t.co/W2Z9yVg4EH,"[{text"":""Trump""",46]},"{""text"":""Coronavirus""",indices:[70,"82]}]""","2020-03-17T14:27:20.000Z""""",,,,,,,,
"ObjectId(""5e70de4dc4dbc3d94b4cad3f"")",1.23992E+18,mohd87awais,20,RT @AkbarOwaisi_MIM: If #Gogoi Has Self Respect He Won't Accept RS Nomination: #AIMIM President Barrister @asadowaisi.. https://t.co/NHkTm3…,"[{text"":""Gogoi""",30]},"{""text"":""AIMIM""",indices:[79,"85]}]""","2020-03-17T14:27:20.000Z""""",,,,,,,,
"ObjectId(""5e70de4dc4dbc3d94b4cad40"")",1.23992E+18,EzekielBourne,401,RT @GovWhitmer: Now that I’ve got your attention, Mr. President - attack tweets won’t solve this crisis. But swift and clear guidance,[],"2020-03-17T14:27:20.000Z""""",,,,,,,,,,,
"ObjectId(""5e70de4dc4dbc3d94b4cad41"")",1.23992E+18,3goldendogs,43,RT @gtconway3d: Trump is just so unbelievably bizarre.,[],,,,,,,,,,,,,
"ObjectId(""5e70de4dc4dbc3d94b4cad42"")",1.23992E+18,DebbieGR8Lakes,21,RT @GovWhitmer: Now that I’ve got your attention, Mr. President - attack tweets won’t solve this crisis. But swift and clear guidance,[],"2020-03-17T14:27:20.000Z""""",,,,,,,,,,,
"ObjectId(""5e70de4dc4dbc3d94b4cad43"")",1.23992E+18,kittykittycartm,758,RT @mccnv1: This is more a #Trumpvirus than chinese. His incompetence and stupidity has resulted in a too little too late help,"[{text"":""Trumpvirus""","38]}]""","2020-03-17T14:27:20.000Z""""",,,,,,,,,,,
"ObjectId(""5e70de4dc4dbc3d94b4cad44"")",1.23992E+18,DubJ,1135,RT @atrupar: It's really galling that Trump is using the coronavirus pandemic to take shots at Democrats, especially considering the federa…,"2020-03-17T14:27:20.000Z""""",,,,,,,,,,,,
"ObjectId(""5e70de4dc4dbc3d94b4cad45"")",1.23992E+18,intersectionalx,2730,RT @hasanthehun: today i found out that joe bidens granddaughter hangs out w tiffany trump (trumps daughter),[],,,,,,,,,,,,,
"ObjectId(""5e70de4dc4dbc3d94b4cad46"")",1.23992E+18,nvygrl1,3117,RT @SassyKadiK: With Trump at the helm, this virus is a fucking disaster.,,,,,,,,,,,,,
He still hasn't grasped the severity &amp; never will. He doesn't giv…,[],"2020-03-17T14:27:20.000Z""""",,,,,,,,,,,,,,,,
"ObjectId(""5e70de4dc4dbc3d94b4cad47"")",1.23992E+18,AccidentalFrea1,88,@PeterVoogd23 His tweet was meant to show how the media completely ignored the swine flu. They didn’t create panic… https://t.co/B5pVBpxHN7,[],,,,,,,,,,,,,
"ObjectId(""5e70de4dc4dbc3d94b4cad48"")",1.23992E+18,Paulnetx,559,#NAME?,[],,,,,,,,,,,,,
"ObjectId(""5e70de4dc4dbc3d94b4cad49"")",1.23992E+18,liamxk,390,RT @jon_bartley: President Macron has announced that gas, electricity,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
The UK Govern…,[],"2020-03-17T14:27:20.000Z""""",,,,,,,,,,,,,,,,
"ObjectId(""5e70de4dc4dbc3d94b4cad4a"")",1.23992E+18,hillcrester,277,RT @B52Malmet: It’s a swab up a nostril! For some one familiar with sticking stuff up his nose this is a disingenuous answer. He didn’t tak…,[],,,,,,,,,,,,,
"ObjectId(""5e70de4dc4dbc3d94b4cad4b"")",1.23992E+18,25MMCC,264,RT @MeckeringBoy: And this idiot made it into two different parliaments?! Talk about calamities, super embarrassing and expensive on the ta…,"2020-03-17T14:27:20.000Z""""",,,,,,,,,,,,
"ObjectId(""5e70de4dc4dbc3d94b4cad4c"")",1.23992E+18,elk_l,3163,@1962Kiser OMG, Jeffy,[],"2020-03-17T14:27:20.000Z""""",,,,,,,,,,,
"ObjectId(""5e70de4dc4dbc3d94b4cad4d"")",1.23992E+18,CarolGrandma1,11,@CNN The trump virus is killing US. 🦠😷,[],,,,,,,,,,,,,
"ObjectId(""5e70de4dc4dbc3d94b4cad4e"")",1.23992E+18,barbcast60,3972,RT @atrupar: It's really galling that Trump is using the coronavirus pandemic to take shots at Democrats, especially considering the federa…,"2020-03-17T14:27:20.000Z""""",,,,,,,,,,,,
"ObjectId(""5e70de4dc4dbc3d94b4cad4f"")",1.23992E+18,nut_vodka,12,#NAME?, but imagine that,[],"2020-03-17T14:27:20.000Z""""",,,,,,,,,,,
"ObjectId(""5e70de4dc4dbc3d94b4cad50"")",1.23992E+18,AbrilCamiAlli,154,RT @NBCNews: President Trump drew backlash after posting a tweet using the phrase “Chinese Virus.” ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Many officials, including the CDC chie…,[],"2020-03-17T14:27:20.000Z""""",,,,,,,,,,,,,,,
"ObjectId(""5e70de4dc4dbc3d94b4cad51"")",1.23992E+18,Cooley11Grath,578,RT @hrenee80: The economy is great: ,,,,,,,,,,,,,,
How dare President Trump take credit for a booming economy! It’s Obama’s economy!,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
The economy goes so…,[],"2020-03-17T14:27:20.000Z""""",,,,,,,,,,,,,,,,
"ObjectId(""5e70de4dc4dbc3d94b4cad52"")",1.23992E+18,JF_718,89,RT @nkjemisin: This IS the white supremacist utopia Trump promised. Congrats, MAGA-heads. America is Great (and diseased, an…,[],"2020-03-17T14:27:20.000Z""""",,,,,,,,,,
"ObjectId(""5e70de4dc4dbc3d94b4cad53"")",1.23992E+18,CesarFStoll,1170,RT @TheRightMelissa: @realDonaldTrump Here is video montage of the fake media calling the Virus the “Chinese Wuhan Virus” right before call…,[],,,,,,,,,,,,,
"ObjectId(""5e70de4dc4dbc3d94b4cad54"")",1.23992E+18,mhplatten,113,Amen! #VoteBlueNoMatterWho,"[{text"":""VoteBlueNoMatterWho""","26]}]""","2020-03-17T14:27:20.000Z""""",,,,,,,,,,,
"ObjectId(""5e70de4dc4dbc3d94b4cad55"")",1.23992E+18,MARIAC00L,505,RT @ChrisLu44: BREAKING: A week before Inauguration Day 2017, Trump team participated in a tabletop exercise with outgoing Obama team about…,"2020-03-17T14:27:20.000Z""""",,,,,,,,,,,,
"ObjectId(""5e70de4dc4dbc3d94b4cad56"")",1.23992E+18,jenztweets,2717,RT @nkjemisin: This IS the white supremacist utopia Trump promised. Congrats, MAGA-heads. America is Great (and diseased, an…,[],"2020-03-17T14:27:20.000Z""""",,,,,,,,,,
"ObjectId(""5e70de4dc4dbc3d94b4cad57"")",1.23992E+18,CraigMcKain,1327,SerialBrain2: Trump vs Cult 93 - Part 3B https://t.co/JAPYfbKjIw via @YouTube,[],,,,,,,,,,,,,
"ObjectId(""5e70de4dc4dbc3d94b4cad58"")",1.23992E+18,briangawin,6,RT @soledadobrien: Sounds like he’s lying about taking the test.,[],,,,,,,,,,,,,
"ObjectId(""5e70de4dc4dbc3d94b4cad59"")",1.23992E+18,TLTownsend51,859,Great hair Jodi.,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Trump's actions, those who believe or blame other will be responsible for DEATHS. ,,,,,,,,,,,,,,,,,
I have talked… https://t.co/u03bYiszlv,[],"2020-03-17T14:27:20.000Z""""",,,,,,,,,,,,,,,,
"ObjectId(""5e70de4ec4dbc3d94b4cad5a"")",1.23992E+18,Daniel34014356,0,@CortesSteve Conservatives are fast in assigning  blame yet unable to accept responsibility for their actions.  Has… https://t.co/jo3mT11HwK,[],,,,,,,,,,,,,
"ObjectId(""5e70de4ec4dbc3d94b4cad5b"")",1.23992E+18,Gojira007X,782,"RT @sarahkendzior: ""The coronavirus can be weaponized to fulfill the dreams of Trump and his sadistic backers. Those dreams include transfo…",[],,,,,,,,,,,,,
"ObjectId(""5e70de4ec4dbc3d94b4cad5c"")",1.23992E+18,nwbvt,176,#NAME?,[],,,,,,,,,,,,,
"ObjectId(""5e70de4ec4dbc3d94b4cad5d"")",1.23992E+18,LaurenDodge12,3338,RT @charliekirk11: Sick:,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Nancy Pelosi tried to insert abortion funding measures into the Chinese Coronavirus response stimulus package,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
I…,[],"2020-03-17T14:27:20.000Z""""",,,,,,,,,,,,,,,,
"ObjectId(""5e70de4ec4dbc3d94b4cad5e"")",1.23992E+18,Cinnabar2017,9115,RT @maddow: This is a very big deal and is going to get bigger:,[],,,,,,,,,,,,,
"ObjectId(""5e70de4ec4dbc3d94b4cad5f"")",1.23992E+18,chetta1234,177,@realDonaldTrump Pwhy do the big businesses need to be bailed out? Weren't they making record profits? Didn't Trump… https://t.co/CY4FiD3wLJ,[],,,,,,,,,,,,,
"ObjectId(""5e70de4ec4dbc3d94b4cad60"")",1.23992E+18,politicususa,74823,Video emerged of Trump not only acknowledging in 2018 that he fired the pandemic response team, but also bragging a… https://t.co/jsoB8j8jlY,"2020-03-17T14:27:20.000Z""""",,,,,,,,,,,,
"ObjectId(""5e70de4ec4dbc3d94b4cad61"")",1.23992E+18,whaledung,48,RT @taehyungpersxna: can’t fucking believe- oh wait I CAN believe the US president just called the coronavirus “Chinese virus” knowing damn…,[],,,,,,,,,,,,,
"ObjectId(""5e70de4ec4dbc3d94b4cad62"")",1.23992E+18,drombit,37,"RT @kthalps: If Trump tweeted that people ""feeling healthy", not showing symptoms,[],"2020-03-17T14:27:20.000Z""""",,,,,,,,,,,
"ObjectId(""5e70de4ec4dbc3d94b4cad63"")",1.23992E+18,brendonusa,2170,RT @Squill_whispers: 💩Why doesn’t our Government make the Leftist run cities clean this mess up that they have created. ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
💩Where are you @S…,[],"2020-03-17T14:27:20.000Z""""",,,,,,,,,,,,,,,,
"ObjectId(""5e70de4ec4dbc3d94b4cad64"")",1.23992E+18,s0phierien,1346,RT @Jwalk35_: 90's babies done went through two Economic Crashes, 9/11, Trump presidency, and a Global Pandemic all before 30 shee…,[],"2020-03-17T14:27:20.000Z""""",,,,,,,,,
"ObjectId(""5e70de4ec4dbc3d94b4cad65"")",1.23992E+18,mrstcopeland,416,Florida Realtors President Shares Update on COVID-19 https://t.co/GH9IbMSInt,[],,,,,,,,,,,,,
"ObjectId(""5e70de4ec4dbc3d94b4cad66"")",1.23992E+18,skywalking___,389,the /biz/nis president,[],,,,,,,,,,,,,
"ObjectId(""5e70de4ec4dbc3d94b4cad67"")",1.23992E+18,Dobronyi,7583,RT @Dobronyi: 🇺🇸⚕️ ~ New Time ~ 11:30 AM EST ~ Members of the #Coronavirus #Task #Force Hold A #Press #Briefing,,,,,,,,,,,,,,
#LiveStream via @WhiteHouse…,"[{text"":""Coronavirus""",indices:[62,74]},"{""text"":""Task""",indices:[75,"{""text"":""Force""",indices:[81,87]},"{""text"":""Press""",indices:[95,101]},"{""text"":""Briefing""",indices:[102,111]},"{""text"":""LiveStream""",indices:[112,"123]}]""","2020-03-17T14:27:21.000Z"""""
"ObjectId(""5e70de4ec4dbc3d94b4cad68"")",1.23992E+18,Kilowatt_Kate,489,Next #socialexperiment phenomenon separate #Trump groupees&amp;supporters of #Science#HumanityFirst see who comes toget… https://t.co/eHWTUOzNb3,"[{text"":""socialexperiment""",22]},"{""text"":""Trump""",indices:[43,"49]}]""","2020-03-17T14:27:21.000Z""""",,,,,,,,
"ObjectId(""5e70de4ec4dbc3d94b4cad69"")",1.23992E+18,kevishaw,445,This. Oh so very much.,,,,,,,,,,,,,,
👇👇,[],"2020-03-17T14:27:20.000Z""""",,,,,,,,,,,,,,,,
"ObjectId(""5e70de4ec4dbc3d94b4cad6a"")",1.23992E+18,savannah_hills,494,RT @philbak17313497: Isn’t it funny how the tone of Faux News has changed from “go out to restaurants” to accepting social distances. I dou…,[],,,,,,,,,,,,,
"ObjectId(""5e70de4ec4dbc3d94b4cad6b"")",1.23992E+18,gtconway3d,976115,RT @tripgabriel: Monmouth Poll last week of Michigan RVs-,,,,,,,,,,,,,,
Biden 48, Trump 41,,,,,,,,,,,,,,,,,
Sanders 46, Trump 41,[],"2020-03-17T14:27:21.000Z""""",,,,,,,,,,,,,,,
"ObjectId(""5e70de4ec4dbc3d94b4cad6c"")",1.23992E+18,elltugga,1174,RT @Telegraph: France will deploy 100,000 police to enforce a lockdown ordered by President Emmanuel Macron aimed at curbing the #Coronavir…,"2020-03-17T14:27:21.000Z""""",,,,,,,,,,,,
"ObjectId(""5e70de4ec4dbc3d94b4cad6d"")",1.23992E+18,FostersNet,163,@NYGovCuomo My kind of a guy - Our guy is so dam presidential - Luv you buddy. Keep up the good assertive work. Hel… https://t.co/HzU0ltKYQe,[],,,,,,,,,,,,,
"ObjectId(""5e70de4ec4dbc3d94b4cad6e"")",1.23992E+18,finnygo,20099,"NEW: @ArdenFarhi reports that the  @SecretService has"" initiated full protective coverage for Democratic Presidenti… https://t.co/WdTc0kD2cD",[],,,,,,,,,,,,,
"ObjectId(""5e70de4ec4dbc3d94b4cad6f"")",1.23992E+18,realJohnCurley,660,RT @washingtonpost: Trump administration seeks roughly $850 billion in emergency stimulus to confront coronavirus economic fallout https://…,[],,,,,,,,,,,,,
"ObjectId(""5e70de4ec4dbc3d94b4cad70"")",1.23992E+18,kikiyg_,38,RT @ashleyyhickmann: Soooo, Trump says that the coronavirus pandemic could until July or August...... or longer. I think we can consider 20…,"2020-03-17T14:27:21.000Z""""",,,,,,,,,,,,
"ObjectId(""5e70de4ec4dbc3d94b4cad71"")",1.23992E+18,ScurlockGina,0,RT @LindseyGrahamSC: President Trump’s decision to declare a national emergency over the #coronavirus pandemic is the right call.  ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
It wil…,"[{text"":""coronavirus""",indices:[89,"101]}]""","2020-03-17T14:27:21.000Z""""",,,,,,,,,,,,,,
"ObjectId(""5e70de4ec4dbc3d94b4cad72"")",1.23992E+18,SunFollower5,141,RT @Billbrowder: Putin has taken advantage of the adage “Never let a good crisis go to waste”. While we are all focussed on the Corona viru…,[],,,,,,,,,,,,,
"ObjectId(""5e70de4ec4dbc3d94b4cad73"")",1.23992E+18,bailey60vicki,88,RT @robreiner: While we all hunker down and face this crisis, quietly the DOJ drops charges against Russian companies that helped Trump win…,"2020-03-17T14:27:21.000Z""""",,,,,,,,,,,,
"ObjectId(""5e70de4ec4dbc3d94b4cad74"")",1.23992E+18,drewintuit,110,"RT @kthalps: If Trump tweeted that people ""feeling healthy", not showing symptoms,[],"2020-03-17T14:27:21.000Z""""",,,,,,,,,,,
"ObjectId(""5e70de4ec4dbc3d94b4cad75"")",1.23992E+18,Findings2020,125,RT @sankrant: Just 45 days ago the US arrested a Harvard Chemistry professor and 3 Chinese nationals who had been secretly working for Chin…,[],,,,,,,,,,,,,
"ObjectId(""5e70de4ec4dbc3d94b4cad76"")",1.23992E+18,Vikie07,479,RT @sidhant: Pakistani President Arif Alvi meets Chinese President Xi Jinping in Beijing. Shakes Hand. https://t.co/5AITw618tc,[],,,,,,,,,,,,,
"ObjectId(""5e70de4ec4dbc3d94b4cad77"")",1.23992E+18,chsgal,21,RT @Gdad1: The Single Definitive Mantra of The Trump Presidency - - -,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
I don't take responsibility at all. ,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,
https://t.co/52hB8GqnJX,[],"2020-03-17T14:27:21.000Z""""",,,,,,,,,,,,,,,,
"ObjectId(""5e70de4ec4dbc3d94b4cad78"")",1.23992E+18,AndraBrito12,1445,RT @WhiteHouse: Help make the next 15 days count and avoid social gatherings of more than 10 people. https://t.co/txPAAFtxIu,[],,,,,,,,,,,,,
"ObjectId(""5e70de4ec4dbc3d94b4cad79"")",1.23992E+18,elizabethkriley,586,RT @CourtSweeney: Don’t come for Gretchen unless she calls for you,[],,,,,,,,,,,,,
"ObjectId(""5e70de4ec4dbc3d94b4cad7a"")",1.23992E+18,jenwazy,3309,RT @maddow: This is a very big deal and is going to get bigger: https://t.co/JRM6hEd3a5,[],,,,,,,,,,,,,
"ObjectId(""5e70de4ec4dbc3d94b4cad7b"")",1.23992E+18,mykin1stworld,82,RT @EuraeGabriel: Congratulations for qualifying in the circus! What immediate solutions might you suggest? All your replies lead to sugges…,[],,,,,,,,,,,,,
"ObjectId(""5e70de4ec4dbc3d94b4cad7c"")",1.23992E+18,dei_tim,1507,RT @mitchellvii: Trump is going to win.,[],,,,,,,,,,,,,
"ObjectId(""5e70de4ec4dbc3d94b4cad7d"")",1.23992E+18,RaulEHernandez6,126,RT @realTuckFrumper: On Reason For Trump’s Turnaround On Coronavirus? He Noticed Joe Biden’s Tone https://t.co/VTpERJpoGa,[],,,,,,,,,,,,,
"ObjectId(""5e70de4ec4dbc3d94b4cad7e"")",1.23992E+18,ludabas19,1801,RT @joncoopertweets: Trump claims that the US has “no shortages.” This is what my local supermarkets looked like today. How about yours? ht…,[],,,,,,,,,,,,,
"ObjectId(""5e70de4ec4dbc3d94b4cad7f"")",1.23992E+18,BeadingfanNancy,1165,RT @LamontFrazier4: ‘Fast and furious’: CNN’s Sanjay Gupta sounds the alarm on now-accelerating coronavirus spread among medical profession…,[],,,,,,,,,,,,,
"ObjectId(""5e70de4ec4dbc3d94b4cad80"")",1.23992E+18,NARDDAWG_JG,5808,RT @NorbertElekes: BREAKING: France's president suspends payment of taxes, rent, gas, and electricity bills for companies during cor…,[],"2020-03-17T14:27:21.000Z""""",,,,,,,,,
"ObjectId(""5e70de4ec4dbc3d94b4cad81"")",1.23992E+18,betitup5,70,Atta boy Donnie!,[],,,,,,,,,,,,,
"ObjectId(""5e70de4ec4dbc3d94b4cad82"")",1.23992E+18,BassRck4,3572,RT @plausible4me: Once a liar, always a liar. @realDonaldTrump - globally shaking hands. 👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻 https://t.co/L0yzqipe5j,"2020-03-17T14:27:21.000Z""""",,,,,,,,,,,,
"ObjectId(""5e70de4ec4dbc3d94b4cad83"")",1.23992E+18,Ozzie66343097,94,RT @Abukar_Arman: Translation:,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
President Mohamed Abdullahi (Farmajo) &amp; President Muse Bihi are discarded like dirty napkins. ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
https://t.c…,[],"2020-03-17T14:27:21.000Z""""",,,,,,,,,,,,,,,,
"ObjectId(""5e70de4ec4dbc3d94b4cad84"")",1.23992E+18,WaltFischer,83,RT @thebradfordfile: Obama, Bush, our manufacturing, our wealth, our prosperity, and our safety.,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Trump ra…,[],"2020-03-17T14:27:21.000Z""""",,,,,,,,,,,,,,,,
"ObjectId(""5e70de4ec4dbc3d94b4cad85"")",1.23992E+18,jckattck,293,RT @jimmy_dore: Still have 30 million uninsured, but let’s give socialism to Casinos first.,"2020-03-17T14:27:21.000Z""""",,,,,,,,,,,,
"ObjectId(""5e70de4ec4dbc3d94b4cad86"")",1.23992E+18,Shaibu77819724,60,RT @robreiner: While we all hunker down and face this crisis, quietly the DOJ drops charges against Russian companies that helped Trump win…,"2020-03-17T14:27:21.000Z""""",,,,,,,,,,,,
"ObjectId(""5e70de4ec4dbc3d94b4cad87"")",1.23992E+18,UsaCleanup,101,RT @ChrisMurphyCT: Trump's dismissive instruction to Governors on ventilator shortages," ""try getting [them] yourselves""",[],"2020-03-17T14:27:21.000Z""""",,,,,,,,,,,
"ObjectId(""5e70de4ec4dbc3d94b4cad88"")",1.23992E+18,sheltoneus,364,RT @ChrisLu44: BREAKING: A week before Inauguration Day 2017, Trump team participated in a tabletop exercise with outgoing Obama team about…,"2020-03-17T14:27:21.000Z""""",,,,,,,,,,,,
"ObjectId(""5e70de4ec4dbc3d94b4cad89"")",1.23992E+18,bengu3,122,@realDonaldTrump Can we start a ‘Draft Andrew Cuomo for President’ movement? #andrewcuomo,"[{text"":""andrewcuomo""","89]}]""","2020-03-17T14:27:21.000Z""""",,,,,,,,,,,
"ObjectId(""5e70de4ec4dbc3d94b4cad8a"")",1.23992E+18,reilly_zoda,4963,"RT @MSNBC: .@MaddowBlog: Pres. Trump falsely claims ""nobody ever thought about"" virus a month ago",,,,,,,,,,,,,,
https://t.co/kuq6yCIeBr,[],"2020-03-17T14:27:21.000Z""""",,,,,,,,,,,,,,,,
"ObjectId(""5e70de4ec4dbc3d94b4cad8b"")",1.23992E+18,virdy_v,188,RT @paqjonathan: Hispanic families are screwed,[],,,,,,,,,,,,,
"ObjectId(""5e70de4ec4dbc3d94b4cad8c"")",1.23992E+18,RoseMar82366542,5981,"RT @LisaMei62: Gasp! The President is calling a virus that originated in China  ""the Chinese Virus""!! The fact that THIS is what they are f…",[],,,,,,,,,,,,,
"ObjectId(""5e70de4ec4dbc3d94b4cad8d"")",1.23992E+18,FernandoIV_,57205,RT @sluts_guts: President Jimmy Carter teaching his boys the value of hard work 1960 #backintheday https://t.co/zlY5nEaeyT,"[{text"":""backintheday""","98]}]""","2020-03-17T14:27:21.000Z""""",,,,,,,,,,,
"ObjectId(""5e70de4ec4dbc3d94b4cad8e"")",1.23992E+18,SyedHus58996499,74,RT @WorldPTV: At the invitation of H.E. Xi Jinping, President of the People’s Republic of China, President of the Islam…,[],"2020-03-17T14:27:21.000Z""""",,,,,,,,,,
"ObjectId(""5e70de4fc4dbc3d94b4cad8f"")",1.23992E+18,arkylicious,528,RT @morten: Trump on March 12: “The United States, because of what I did and what the administration did with China,[],"2020-03-17T14:27:21.000Z""""",,,,,,,,,,,
"ObjectId(""5e70de4fc4dbc3d94b4cad90"")",1.23992E+18,vaughn_melonie,134,RT @WalshFreedom: Tomorrow, I’ll do something I’ve never done before. I’ll vote in the Democratic Primary.,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Donald Trump is a unique &amp; dang…,[],"2020-03-17T14:27:21.000Z""""",,,,,,,,,,,,,,,,
"ObjectId(""5e70de4fc4dbc3d94b4cad91"")",1.23992E+18,Fonseca7Daniel,2,#NAME?,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
GO GO GO,,,,,,,,,,,,,,,,,,
KEYNES,,,,,,,,,,,,,,,,,,
GO!,[],"2020-03-17T14:27:21.000Z""""",,,,,,,,,,,,,,,,
"ObjectId(""5e70de4fc4dbc3d94b4cad92"")",1.23992E+18,djmincey11,7853,RT @NoahBookbinder: Given the Attorney General's consistent interference in cases that impact the President politically, this sudden decisi…,"2020-03-17T14:27:21.000Z""""",,,,,,,,,,,,
"ObjectId(""5e70de4fc4dbc3d94b4cad93"")",1.23992E+18,papiwhispers,73,Trump calling Covid-19 the Chinese virus is intentional.,[],,,,,,,,,,,,,
"ObjectId(""5e70de4fc4dbc3d94b4cad94"")",1.23992E+18,shanaban52,1451,RT @JoyceWhiteVance: Instead of leading decisively, building hospitals like China or funneling resources to expanding ventilator capacity,[],"2020-03-17T14:27:21.000Z""""",,,,,,,,,,,
"ObjectId(""5e70de4fc4dbc3d94b4cad95"")",1.23992E+18,Tech360V,9,RT @cnni: Germany’s foreign minister said “others” would not be allowed to buy German coronavirus research exclusively, without naming US P…,"2020-03-17T14:27:21.000Z""""",,,,,,,,,,,,
"ObjectId(""5e70de4fc4dbc3d94b4cad96"")",1.23992E+18,Maria27477224,3243,#NAME?,  Trump will win !! https://t.co/ETVgwiw5vW,"2020-03-17T14:27:21.000Z""""",,,,,,,,,,,,
"ObjectId(""5e70de4fc4dbc3d94b4cad97"")",1.23992E+18,kyfan88011,67,@ArmyBratt68 There is no “still” to consider.   I am voting for @POTUS for President.,[],,,,,,,,,,,,,
"ObjectId(""5e70de4fc4dbc3d94b4cad98"")",1.23992E+18,God_SpeedUSA,20214,RT @TruthInBytes: 🦇 BREAKING 🦇,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Trump calls the #coronavirus ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
The 'Chinese Virus' as he vows to protect America 🇺🇸,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
About time we face the…,"[{text"":""coronavirus""",indices:[48,"60]}]""","2020-03-17T14:27:21.000Z""""",,,,,,,,,,,,,,
"ObjectId(""5e70de4fc4dbc3d94b4cad99"")",1.23992E+18,joneskf12,3170,RT @Public_Citizen: Trump says he 'didn’t know about' the firing of the entire U.S. pandemic response team in 2018,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Here's video of him tal…,[],"2020-03-17T14:27:22.000Z""""",,,,,,,,,,,,,,,,
"ObjectId(""5e70de4fc4dbc3d94b4cad9a"")",1.23992E+18,1776PatHenry,5425,I'm voting for Trump no matter what.,[],,,,,,,,,,,,,
"ObjectId(""5e70de4fc4dbc3d94b4cad9b"")",1.23992E+18,Nulli_Secunda_3,12488,RT @markmobility: The #MAGA community's continuing belief in Trump's lies about the coronavirus puts ALL OF US in jeopardy. And Fox News an…,"[{text"":""MAGA""","27]}]""","2020-03-17T14:27:22.000Z""""",,,,,,,,,,,
"ObjectId(""5e70de4fc4dbc3d94b4cad9c"")",1.23992E+18,Lindasc117,21,RT @Amy_Siskind: Gov. Cuomo just out-alpha'ed Trump, and made him look like the small, ridiculous, orange man he is.,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Go back…,[],"2020-03-17T14:27:22.000Z""""",,,,,,,,,,,,,,,,
"ObjectId(""5e70de4fc4dbc3d94b4cad9d"")",1.23992E+18,kelisetay,91,RT @d3lan3yy_: Trump calling the corona virus the “Chinese virus” is not shocking but still extremely fucked up. Just here to say fuck trum…,[],,,,,,,,,,,,,
"ObjectId(""5e70de4fc4dbc3d94b4cad9e"")",1.23992E+18,johnboston76,1867,RT @Mastermind7864: This is what America has become. The wealthy and powerful get the hind teets, the rest of us get screwed.,"2020-03-17T14:27:22.000Z""""",,,,,,,,,,,,
"ObjectId(""5e70de4fc4dbc3d94b4cad9f"")",1.23992E+18,4anon17,374,RT @Jim_Jordan: President Trump's leadership has been steady and decisive.,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Let's continue to exercise common sense in combating the Corona…,[],"2020-03-17T14:27:22.000Z""""",,,,,,,,,,,,,,,,
"ObjectId(""5e70de4fc4dbc3d94b4cada0"")",1.23992E+18,dlhnurse,663,@Lrihendry @dv8dv8dv8 @realDonaldTrump I voted this am in Florida !! TRUMP,[],,,,,,,,,,,,,
"ObjectId(""5e70de4fc4dbc3d94b4cada1"")",1.23992E+18,wendynilsson,778,Coronavirus Poll: A Lack Of Trust In Trump, Federal Government's Response : NPR https://t.co/CsRWAZLSh9,"2020-03-17T14:27:22.000Z""""",,,,,,,,,,,,
